symbol	sample16_48hr_siNeg_1_S227	sample17_48hr_siNeg_2_S228	sample18_48hr_siNeg_3_S229	sample19_48hr_siFli1_1_S230	sample20_48hr_siFli1_2_S231	sample21_48hr_siFli1_3_S232
ENSG00000021852.12|C8B	0	0	0	0	0	0
ENSG00000022267.16|FHL1	1611	1682	1520	20151	24692	22753
ENSG00000022277.12|RTFDC1	1837	2126.84	1840.75	1601	2037	1724.7
ENSG00000022355.16|GABRA1	4	1	1	0	3	0
ENSG00000022556.15|NLRP2	0	0	0	0	0	0
ENSG00000022567.9|SLC45A4	328	302	339	290	434	316
ENSG00000022840.15|RNF10	3906	4604	3965	3693	5110.07	4234
ENSG00000022976.15|ZNF839	505	538	547	521	672	601
ENSG00000023041.11|ZDHHC6	907	1044	924	636	789	709
ENSG00000023171.17|GRAMD1B	632	719	685	789	931	890
ENSG00000023191.16|RNH1	2916	3209	3257	2487	3715	2988
ENSG00000023228.13|NDUFS1	3783.38	4367.12	3743.59	2390.37	2975.19	2663.08
ENSG00000023287.12|RB1CC1	1997	2148	1764	1757	1958	1827
ENSG00000023318.7|ERP44	1019	1231	943	1640	1915	1828
ENSG00000023330.14|ALAS1	1147	1347	1165	1153	1491	1229
ENSG00000023445.13|BIRC3	14	26	21	631	744	573
ENSG00000023516.8|AKAP11	1061	1116	970	812	1198	1017
ENSG00000023572.9|GLRX2	307	331	295	150	154	166
ENSG00000023608.4|SNAPC1	405	454	417.53	285	351	314
ENSG00000023697.12|DERA	552	644	500	424	524	418
ENSG00000023734.10|STRAP	4272	4610	4154	2896	3528	3241
ENSG00000023839.10|ABCC2	48	52	46	31	27	33
ENSG00000023892.10|DEF6	15	13	7	30	61	56
ENSG00000023902.13|PLEKHO1	1003	1097	1028	940	1400	1153
ENSG00000023909.9|GCLM	409.9	431	372	1400	1557.4	1347.99
ENSG00000024048.10|UBR2	1389	1573	1427	1790	2133	1994
ENSG00000024422.11|EHD2	346	350	349	3595	5187	4232.73
ENSG00000024526.16|DEPDC1	1902	1946.54	1638	199	173	201
ENSG00000024862.17|CCDC28A	287	349	309	265	286	255
ENSG00000025039.14|RRAGD	437	474	386	420	536	469
ENSG00000025156.12|HSF2	789	862	725	492	616	594
ENSG00000025293.16|PHF20	1878	2195	1823	1597	2032	1702
ENSG00000025423.11|HSD17B6	19	14	25	33	34	29
ENSG00000025434.18|NR1H3	195	227	187	278	343	310
ENSG00000025708.13|TYMP	76.66	74.81	73.06	391.25	681.11	557.36
ENSG00000025770.18|NCAPH2	1530	1763	1615	566	808	631
ENSG00000025772.7|TOMM34	1428	1580	1495	890	1209	921
ENSG00000025796.13|SEC63	3046.96	3410.96	2917.97	3098	3533.98	3237.92
ENSG00000025800.13|KPNA6	4182.71	4666.54	4213.71	4416	5409.83	4684.75
ENSG00000026025.15|VIM	25998	29082	25798	33355	46134.99	38642
ENSG00000026036.22|RTEL1-TNFRSF6B	431.75	522.31	523.76	212.32	282.96	237.33
ENSG00000026103.21|FAS	213	238	205	320	410	337
ENSG00000026297.15|RNASET2	271	306	274	681	929	806
ENSG00000026508.18|CD44	221	265	192	2689	3637	2974
ENSG00000026559.13|KCNG1	447	528	454	309	507	352
ENSG00000026652.13|AGPAT4	361	468	421	562	619	568
ENSG00000026751.16|SLAMF7	0	0	0	0	0	0
ENSG00000026950.16|BTN3A1	767.96	854.62	666.22	950.84	1268.57	1050.88
ENSG00000027001.9|MIPEP	342	370	310	201	230	232
ENSG00000027075.14|PRKCH	0	3	2	8	13	7.38
ENSG00000027644.4|INSRR	1	11	3	34	30	51
ENSG00000027697.14|IFNGR1	705	836	689	2230	2605	2403
ENSG00000027847.13|B4GALT7	400	463	403	574	729	617.17
ENSG00000027869.11|SH2D2A	31	48	43	7	12	4
ENSG00000028116.16|VRK2	294	344	284	267	346	312
ENSG00000028137.18|TNFRSF1B	801	831	748	782	1173	949
ENSG00000028203.17|VEZT	1642	1926	1618	2175	2623	2345
ENSG00000028277.21|POU2F2	11	3	14	42	69	59
ENSG00000028310.17|BRD9	1497.42	1866.26	1624.89	1236.9	1720.92	1500.5
ENSG00000028528.14|SNX1	3315	3661.05	3423	3408	4262	3561
ENSG00000028839.9|TBPL1	305	321	270	294	337	298
ENSG00000029153.14|ARNTL2	868	902	811	603	728	610
ENSG00000029363.16|BCLAF1	7375.87	8149.67	7016.6	5019.7	5885.69	5623.76
ENSG00000029364.11|SLC39A9	1152	1311	1071	1464	1943	1627
ENSG00000029534.20|ANK1	6	7	7	142	179.79	139
ENSG00000029559.6|IBSP	0	0	0	0	0	0
ENSG00000029639.10|TFB1M	339	330	266	201	293	282
ENSG00000029725.16|RABEP1	2027	2298	1917	1971	2549	2244
ENSG00000029993.14|HMGB3	3535	3962	3465	2616	3186.99	2758
ENSG00000030066.13|NUP160	4412	4624	4245	2566	3168	2781
ENSG00000030110.12|BAK1	629	707.99	671	648	965	776.25
ENSG00000030304.13|MUSK	0	0	0	0	0	1
ENSG00000030419.16|IKZF2	776	879	764	601	706	568
ENSG00000030582.17|GRN	2028	2329	2126	8793	13288	10676
ENSG00000031003.10|FAM13B	659	723	568	1319	1608	1450
ENSG00000031081.10|ARHGAP31	295	330	350	891	1281	939
ENSG00000031691.6|CENPQ	220	234	224	44	39	36
ENSG00000031698.12|SARS	3909.01	4368	3791	3453	4444	3892
ENSG00000031823.14|RANBP3	1770	1948	1855	1434	2087	1662
ENSG00000032219.18|ARID4A	573	624	521	773	915	829
ENSG00000032389.12|TSSC1	503	544	470	283	462	358
ENSG00000032444.16|PNPLA6	1299	1367	1313	1815	2689	2214
ENSG00000032742.17|IFT88	220	220	172	222	271	281
ENSG00000033011.11|ALG1	628	699.43	624	569.07	742.99	603.18
ENSG00000033030.13|ZCCHC8	925	1182	1021	827	1031	901
ENSG00000033050.8|ABCF2	2681.51	3115.14	2800.87	1395.76	1866.11	1682.36
ENSG00000033100.16|CHPF2	695	752	721	2358.29	3570.96	2885.78
ENSG00000033122.18|LRRC7	0	0	0	1	0	0
ENSG00000033170.16|FUT8	356	411	351	972	1266	1059
ENSG00000033178.12|UBA6	1238	1325	1131	715	806	832
ENSG00000033327.12|GAB2	364	379	338	980	1265	1089
ENSG00000033627.16|ATP6V0A1	1221	1304	1235	1896	2458	2081
ENSG00000033800.13|PIAS1	996	1070	935	1620	1930	1758
ENSG00000033867.16|SLC4A7	648.72	731	636	407	516	450
ENSG00000034053.14|APBA2	1888	1996	1949	1055	1572	1284
ENSG00000034152.18|MAP2K3	1210	1444	1376	1193	1610	1369
ENSG00000034239.10|EFCAB1	0	0	0	0	0	1
ENSG00000034510.5|TMSB10	15997	17756	15342.98	18819	27438	22558.54
ENSG00000034533.11|ASTE1	61	64	55	110	139	156
ENSG00000034677.12|RNF19A	694	686	588	1402	1787	1650
ENSG00000034693.14|PEX3	236	295	265	250	299	267
ENSG00000034713.7|GABARAPL2	434	528	494	444	594	438
ENSG00000034971.16|MYOC	0	0	0	3	2	4
ENSG00000035115.21|SH3YL1	440	474	404	1016	1288	1161
ENSG00000035141.7|FAM136A	1984	2451	2078	1201	1496	1455
ENSG00000035403.17|VCL	10392	11911	10559	28738	36718	31000.68
ENSG00000035499.12|DEPDC1B	1272	1339	1193	126	181	169
ENSG00000035664.11|DAPK2	945	1103	964	368	384	350
ENSG00000035681.7|NSMAF	1132	1245	1054	1284	1605	1365
ENSG00000035687.9|ADSS	1654	1775	1505	510	703	670
ENSG00000035720.7|STAP1	0	0	0	0	0	0
ENSG00000035862.12|TIMP2	2649	2904	2590	8354.61	10938.69	9515.73
ENSG00000035928.15|RFC1	1956	2165	1796	1159	1299	1200
ENSG00000036054.12|TBC1D23	373	433	346	855	959	954
ENSG00000036257.12|CUL3	2655	3065	2562	1682	2071	2006
ENSG00000036448.9|MYOM2	256	280	253	74	66	68
ENSG00000036473.7|OTC	0	0	0	1	0	0
ENSG00000036530.8|CYP46A1	4	9	5	102	76	83
ENSG00000036549.12|ZZZ3	1534	1713	1500	1608	1838	1745
ENSG00000036565.14|SLC18A1	1	0	0	4	0	0
ENSG00000036672.15|USP2	145	129	150	68	80	63
ENSG00000036828.16|CASR	0	0	0	0	0	0
ENSG00000037042.8|TUBG2	403.87	451.48	431.09	772.92	1048.67	839.18
ENSG00000037241.7|RPL26L1	547.7	622	569.93	317.9	420.91	389.9
ENSG00000037280.15|FLT4	248	284	288	39	62	61
ENSG00000037474.14|NSUN2	3158	3581	3217	1693	1924	1812
ENSG00000037637.10|FBXO42	827	1100	982	1305	1666	1481
ENSG00000037749.11|MFAP3	557	546	480	708	860	781
ENSG00000037757.13|MRI1	1065	1159	1036	811.04	1099	878
ENSG00000037897.16|METTL1	461	532	495	200	286	238
ENSG00000037965.5|HOXC8	61	83	71	61	52	68
ENSG00000038002.8|AGA	132	150	136	204	259	214
ENSG00000038210.12|PI4K2B	404.59	417.34	385.47	245.45	260.03	241.88
ENSG00000038219.12|BOD1L1	2619	2794	2505	2413	2853.77	2568
ENSG00000038274.16|MAT2B	2492	2871	2439	1273	1611	1463
ENSG00000038295.7|TLL1	53	63	50	273	273	285
ENSG00000038358.14|EDC4	2702.17	2897.77	2902.97	2566.18	3871.85	3143.48
ENSG00000038382.19|TRIO	1796	1708	1647	4170	5499	4671
ENSG00000038427.15|VCAN	292	292	233	361	414	424
ENSG00000038532.15|CLEC16A	807	704.34	727	1247	1747	1452
ENSG00000038945.14|MSR1	0	0	0	0	0	0
ENSG00000039068.18|CDH1	5	4	3	98	149	152
ENSG00000039123.15|SKIV2L2	3328	3813	3188	1594	1912	1904
ENSG00000039139.9|DNAH5	4	1	2	14	14	17
ENSG00000039319.16|ZFYVE16	1441	1404	1244	1538	1763	1659
ENSG00000039523.19|FAM65A	1103	1077	1034	1600	2448	1922
ENSG00000039537.13|C6	0	0	0	1	1	0
ENSG00000039560.13|RAI14	1588	1626	1458	5847	7025	6110
ENSG00000039600.10|SOX30	0	1	1	2	2	2
ENSG00000039650.11|PNKP	1088	1179	1107	795	1153	1021
ENSG00000039987.6|BEST2	1	2	1	2	1	0
ENSG00000040199.18|PHLPP2	1171	1271	1235	1392	1667	1433
ENSG00000040275.16|SPDL1	1222	1349	1216	413	512	526
ENSG00000040341.17|STAU2	1314.69	1473.6	1166.07	1174.31	1380.48	1273.5
ENSG00000040487.12|PQLC2	429	550	490	553	859	781
ENSG00000040531.14|CTNS	265	268	250	322	319	356
ENSG00000040608.13|RTN4R	233	219	215	106	208	139
ENSG00000040633.12|PHF23	1194	1431	1239	1305	1694	1507
ENSG00000040731.10|CDH10	303	268	237	47	58	29
ENSG00000040933.15|INPP4A	973	1023	1020	1100	1474	1194
ENSG00000041353.9|RAB27B	6	1	0	31	57	57
ENSG00000041357.15|PSMA4	4039	4738	3894	2359	2872	2726
ENSG00000041515.15|MYO16	25	20	15	32	45	36
ENSG00000041802.10|LSG1	1537	1889.01	1698	929	1145	990
ENSG00000041880.14|PARP3	139	124	134	168	280	223
ENSG00000041982.15|TNC	77344.96	82602	77849	83745.27	112656.35	91201.6
ENSG00000041988.15|THAP3	366	398	378	399	504	438
ENSG00000042062.11|FAM65C	19	28	13	1040	1461	1216
ENSG00000042088.13|TDP1	678	831	652	362	436	409
ENSG00000042286.14|AIFM2	417	443	395	435	541	475
ENSG00000042304.11|AC064853.3	1	0	0	0	0	0
ENSG00000042317.16|SPATA7	58	66	50	168	196	188
ENSG00000042429.11|MED17	1051.64	1210.71	1007	828	1007.98	930.75
ENSG00000042445.13|RETSAT	718	761	679	1003	1411	1169
ENSG00000042493.15|CAPG	101	100	105	325	488	358
ENSG00000042753.11|AP2S1	2106	2452	2312	1204	1780	1451
ENSG00000042781.12|USH2A	1	0	1	0	0	3
ENSG00000042813.7|ZPBP	0	0	0	0	0	0
ENSG00000042832.11|TG	21	18	17	59	105	65
ENSG00000042980.12|ADAM28	4	0	1	7	17	10
ENSG00000043039.6|BARX2	1263	1376	1268	252	332	226
ENSG00000043093.13|DCUN1D1	467	535	495	478	473	454
ENSG00000043143.20|JADE2	709	697	781	1113	1620	1297
ENSG00000043355.11|ZIC2	2665	3044.71	2778	375	509.99	405
ENSG00000043462.11|LCP2	0	0	0	2	4	5
ENSG00000043514.15|TRIT1	840.99	976	821	728	845	793
ENSG00000043591.5|ADRB1	316	323	349	220	281	279
ENSG00000044012.3|GUCA2B	0	0	0	0	0	0
ENSG00000044090.8|CUL7	883	946	910	2556	3662	2991
ENSG00000044115.20|CTNNA1	8547	9777	8642	10016	12648	10848
ENSG00000044446.11|PHKA2	3404	3583	3400	1496	2004	1811
ENSG00000044459.14|CNTLN	736.99	788	667	608	657	631
ENSG00000044524.10|EPHA3	97	129	104	274	385	305
ENSG00000044574.7|HSPA5	13562.98	16273.99	14179.09	19635.68	24661.98	20789.96
ENSG00000046604.12|DSG2	0	0	0	0	0	0
ENSG00000046647.13|GEMIN8	255	297	236	469	546	498
ENSG00000046651.14|OFD1	1109	1149	1016	2510	2898	2755
ENSG00000046653.14|GPM6B	62	91	71	210	245	199
ENSG00000046774.9|MAGEC2	5	11	6	5	10	9
ENSG00000046889.18|PREX2	39	25	19	53	24	35
ENSG00000047056.14|WDR37	413	430	392	987	1313	1053
ENSG00000047188.15|YTHDC2	1811	2111	1704	1595	1885	1848
ENSG00000047230.14|CTPS2	730	785	764	873	1083	920
ENSG00000047249.17|ATP6V1H	592	669	559	886	1101	981
ENSG00000047315.15|POLR2B	4201	4727	4163	2824	3424	3080
ENSG00000047346.12|KIAA1370	165	177	176	767	895.91	999
ENSG00000047365.11|ARAP2	0	0	0	0	1	0
ENSG00000047410.13|TPR	12387.4	14208.1	11926.23	8369	9447.59	8578
ENSG00000047457.13|CP	0	0	0	29	45	23
ENSG00000047578.12|KIAA0556	862	918	829	1156	1543	1246
ENSG00000047579.19|DTNBP1	324	368	301	311	411	342
ENSG00000047597.6|XK	18	22	17	25	35	20
ENSG00000047617.14|ANO2	0	0	0	1	5	5
ENSG00000047621.11|C12orf4	457	543	467	459	503	495
ENSG00000047634.14|SCML1	559	576	516	308	365	338
ENSG00000047644.18|WWC3	945	1014	825	1883	2510	1970
ENSG00000047648.21|ARHGAP6	0	0	2	6	12	16
ENSG00000047662.4|FAM184B	5	10	3	5	6	7
ENSG00000047849.21|MAP4	10474	11338.02	10613	12283	16414.14	13534
ENSG00000047932.13|GOPC	867.05	982	801	1472	1777	1562
ENSG00000047936.10|ROS1	0	0	0	10	12	6
ENSG00000048028.11|USP28	1166	1288	1065	629	786	722
ENSG00000048052.21|HDAC9	27	23	24	102	137	114
ENSG00000048140.17|TSPAN17	1028	1096	933	1169	1584	1311
ENSG00000048162.20|NOP16	1102	1157	1162	297	404	358
ENSG00000048342.15|CC2D2A	104	150	113	240	297	273
ENSG00000048392.11|RRM2B	690	744	598	778	999	857
ENSG00000048405.9|ZNF800	410	380	366	400	488	481
ENSG00000048462.10|TNFRSF17	0	0	0	0	0	1
ENSG00000048471.13|SNX29	405	383	325	637	833	687
ENSG00000048540.14|LMO3	3575	3996	3271	1477	1733	1569
ENSG00000048544.5|MRPS10	1022	1133	942	582	622	672.98
ENSG00000048545.13|GUCA1A	0	0	0	0	0	0
ENSG00000048649.13|RSF1	1966.92	2120.64	1785.14	2118.49	2517.88	2226.14
ENSG00000048707.14|VPS13D	2710	2821	2534	3800	4804	4048
ENSG00000048740.18|CELF2	0	0	1	0	2	3
ENSG00000048828.16|FAM120A	3494	4092	3438.92	3747.72	5024.65	4394.82
ENSG00000048991.16|R3HDM1	1749	1895	1765	1091	1198	1060
ENSG00000049089.14|COL9A2	4	4	8	24	45	29
ENSG00000049130.15|KITLG	15	28	29	17	23	20
ENSG00000049167.14|ERCC8	339.26	408.79	313.02	161.26	200.29	188.44
ENSG00000049192.14|ADAMTS6	7	3	4	30	31	37
ENSG00000049239.12|H6PD	1275.98	1298	1216	5202	7275	6098.98
ENSG00000049245.12|VAMP3	2538	2937	2426	2828	3546	3244
ENSG00000049246.14|PER3	153	183	161	135	172	171
ENSG00000049247.13|UTS2	4	5	9	5	1	4
ENSG00000049249.8|TNFRSF9	0	2	0	578	772	533
ENSG00000049283.17|EPN3	2	1	2	0	4	0
ENSG00000049323.15|LTBP1	330	393	375	3765	4944.98	4011
ENSG00000049449.9|RCN1	3145.54	3131.29	2862.12	5166.07	6716.02	5806.29
ENSG00000049540.16|ELN	2883	3103	3124	7386	11679.01	9454.01
ENSG00000049541.10|RFC2	2500	2933	2713	471	666	536
ENSG00000049618.22|ARID1B	2069	2296	2213	2163	3040	2533
ENSG00000049656.13|CLPTM1L	2409	2726	2636	1568	2120	1885
ENSG00000049759.17|NEDD4L	590	706	583	924	1220	960
ENSG00000049768.14|FOXP3	8	5	4	6	12	8
ENSG00000049769.12|PPP1R3F	96	109	106	191	299	225
ENSG00000049860.13|HEXB	897	1028	764	1414	1878	1722
ENSG00000049883.14|PTCD2	435	535	463	469	525	452
ENSG00000050030.14|NEXMIF	6	5	3	3	1	1
ENSG00000050130.17|JKAMP	566	637.98	539	699	762	810
ENSG00000050165.17|DKK3	374	398	343	1105	1512	1366
ENSG00000050327.14|ARHGEF5	0	0	0	0	1	0
ENSG00000050344.8|NFE2L3	51	67	63	137	177	199
ENSG00000050393.11|MCUR1	1159	1393	1072	678	744	764
ENSG00000050405.13|LIMA1	4723.98	4965	4346	8092	10078	8869
ENSG00000050426.15|LETMD1	1307	1533	1325	1180	1460	1380
ENSG00000050438.16|SLC4A8	12	20	17	32	62	42
ENSG00000050555.17|LAMC3	11	22	34	10	27	14
ENSG00000050628.20|PTGER3	4753	4944	4455	972	1198	1064
ENSG00000050730.15|TNIP3	0	3	1	4	10	7
ENSG00000050748.17|MAPK9	1043	1138	958	776	1035	874
ENSG00000050767.16|COL23A1	0	0	0	6	4	1
ENSG00000050820.16|BCAR1	1420.76	1472	1538.06	1642.12	2751	2207.26
ENSG00000051009.10|FAM160A2	1079	1119	1164.06	1320	1953	1680
ENSG00000051108.14|HERPUD1	643	701	701	1831	2466.08	2217
ENSG00000051128.18|HOMER3	211	236	212	543.46	746	599.38
ENSG00000051180.16|RAD51	964	1116	840	124	166	157
ENSG00000051341.13|POLQ	1169	1339	1200	142	159	164
ENSG00000051382.8|PIK3CB	637	709	636	369	465	391
ENSG00000051523.10|CYBA	1	4	2	4	6	7
ENSG00000051596.9|THOC3	1545.67	1811.98	1591.96	518.84	748.16	624.1
ENSG00000051620.10|HEBP2	188	187	175	226	281	237
ENSG00000051825.14|MPHOSPH9	1809.25	2073.32	1652.33	733.43	871	760
ENSG00000052126.14|PLEKHA5	591	662	562	512	651	507
ENSG00000052344.15|PRSS8	0	4	3	5	8	8
ENSG00000052723.11|SIKE1	1639	1768	1497	1273	1470	1296
ENSG00000052749.13|RRP12	2145	2341	2320	951	1237	1049
ENSG00000052795.12|FNIP2	356	378	360	480	642	521
ENSG00000052802.12|MSMO1	1659	1687	1381	1040	1229	1180
ENSG00000052841.14|TTC17	1851	1964	1676	3671	4341	3878
ENSG00000052850.5|ALX4	275	334	302	277	385	326
ENSG00000053108.16|FSTL4	110	98	88	11	11	9
ENSG00000053254.15|FOXN3	489	532	475.14	1439	1705	1517
ENSG00000053328.8|METTL24	165	154	134	152	230	171
ENSG00000053371.12|AKR7A2	1166	1226.92	1146.79	779.91	1260	1072
ENSG00000053372.4|MRTO4	3442	4207.01	3751	677	934	788
ENSG00000053438.8|NNAT	0	0	0	0	0	0
ENSG00000053501.12|USE1	312.98	357	281	295	456	372
ENSG00000053524.12|MCF2L2	1	7	0	8	8	9
ENSG00000053702.14|NRIP2	0	0	0	11	21	18
ENSG00000053747.15|LAMA3	481	462	454	661	955.99	763
ENSG00000053770.11|AP5M1	774	932	748	526	741	659
ENSG00000053900.10|ANAPC4	486	592	478	503	539	529
ENSG00000053918.16|KCNQ1	1	0	0	1	5	0
ENSG00000054116.11|TRAPPC3	1240	1282	1244	1047	1522	1241
ENSG00000054118.13|THRAP3	6693	7709	6769	5695	7227	6293
ENSG00000054148.17|PHPT1	1588	1788	1830.92	974	1446	1167
ENSG00000054179.11|ENTPD2	3	2	0	102	151	156
ENSG00000054219.10|LY75	0	0	0	3	1	0
ENSG00000054267.21|ARID4B	1515.82	1816.66	1532.74	2566.16	2931.48	2846.99
ENSG00000054277.13|OPN3	474.9	469.99	390.87	203.05	239.78	203.68
ENSG00000054282.15|SDCCAG8	271	305	272	569	665	595
ENSG00000054356.13|PTPRN	1	0	0	4	1	8
ENSG00000054392.12|HHAT	146	126	110	788	984	891
ENSG00000054523.17|KIF1B	5727.34	6121.57	5485.01	4152.26	4968.09	4431.87
ENSG00000054598.7|FOXC1	29	44	21	533	703	521
ENSG00000054611.13|TBC1D22A	452	517	433	502	684.03	502
ENSG00000054654.16|SYNE2	3269	3407	2925	878	963	901
ENSG00000054690.13|PLEKHH1	108	102	104	156	190	150
ENSG00000054793.13|ATP9A	1376	1635	1452	3504	4406	3743
ENSG00000054796.12|SPO11	0	0	0	0	0	0
ENSG00000054803.3|CBLN4	0	0	0	0	0	0
ENSG00000054938.15|CHRDL2	10	14	4	13	36	23
ENSG00000054965.10|FAM168A	1789	1976	1786	1790	2153	1984
ENSG00000054967.12|RELT	462	433	490	211	320	243
ENSG00000054983.16|GALC	0	2	2	8	8	6
ENSG00000055044.10|NOP58	4384	5177	4338	1720	2158	1927
ENSG00000055070.16|SZRD1	5133	5417	5113	4714	6619	5420
ENSG00000055118.14|KCNH2	857	866	938	498	809	592
ENSG00000055130.15|CUL1	2353	2675	2437	1655	2004	1791
ENSG00000055147.18|FAM114A2	394	435	372	608	661	629
ENSG00000055163.19|CYFIP2	1392	1516	1331	1131	1439	1197
ENSG00000055208.18|TAB2	1477	1585	1377	1935	2372	2334
ENSG00000055211.12|GINM1	941	1031	810.73	927	1143	1186
ENSG00000055332.16|EIF2AK2	2230.96	2407	2198.84	1867	2115	2009
ENSG00000055483.19|USP36	1919.96	2150	1881	1939	2660	2242
ENSG00000055609.17|KMT2C	2712	2812	2613	4796	5934.67	5216
ENSG00000055732.12|MCOLN3	5	9	2	134	145	141
ENSG00000055813.5|CCDC85A	0	0	1	27.57	37.1	25.44
ENSG00000055917.15|PUM2	3154	3265	2850	2667	2944.01	2703
ENSG00000055950.16|MRPL43	1059	1221	947	741	1132	832
ENSG00000055955.15|ITIH4	9.87	17.56	1.58	54.15	50.92	70.21
ENSG00000055957.10|ITIH1	0	0	0	0	0	0
ENSG00000056050.6|C4orf27	536.99	578	427	352	391	371
ENSG00000056097.15|ZFR	2957	3114	2823	2274	2830	2585
ENSG00000056277.15|ZNF280C	852	909	758	499	611.82	520
ENSG00000056291.17|NPFFR2	0	0	0	0	0	0
ENSG00000056487.15|PHF21B	77	69	69	32	23	30
ENSG00000056558.10|TRAF1	24	23	16	303	448	346
ENSG00000056586.15|RC3H2	1580	1747	1484	2173	2672	2456
ENSG00000056736.9|IL17RB	32	50	27	10	11	7
ENSG00000056972.18|TRAF3IP2	840	1016	800	975	1467	1161
ENSG00000056998.19|GYG2	1979	2275	1946	1034	1362	1177
ENSG00000057019.15|DCBLD2	1040	1224	1007	2036	2540	2223
ENSG00000057149.15|SERPINB3	0	0	1	0	0	0
ENSG00000057252.12|SOAT1	1725	1794	1548	827	1069	951
ENSG00000057294.14|PKP2	21	44	19	25	31	43
ENSG00000057468.6|MSH4	4	4	2	6	7	2
ENSG00000057593.13|F7	1	1	0	5	4	2
ENSG00000057608.16|GDI2	10011.31	11495.14	9408.48	6448.25	7742.33	7120.31
ENSG00000057657.15|PRDM1	40	33	41	267	315	320
ENSG00000057663.15|ATG5	781	858	738	599	644	608
ENSG00000057704.12|TMCC3	21	23	28	88	101	101
ENSG00000057757.9|PITHD1	1032	1214	1043	759	1022	886
ENSG00000057935.13|MTA3	977	1171	964	1796	2098	1968
ENSG00000058056.8|USP13	887	1066	833	392	528	452
ENSG00000058063.15|ATP11B	1106	1191	1022	971	1101	1062
ENSG00000058085.14|LAMC2	19	23	9	63	77	54
ENSG00000058091.16|CDK14	2204	2363	2009.99	831	1025	928
ENSG00000058262.9|SEC61A1	4795	5488	5161	8537	11651.01	9755
ENSG00000058272.17|PPP1R12A	2221	2384	1973	1952	2371	2161
ENSG00000058335.15|RASGRF1	18	23	21	39	31	43
ENSG00000058404.19|CAMK2B	6	14	19	148	208	199
ENSG00000058453.16|CROCC	1409.15	1477.13	1492.78	1457.58	2133.35	1816.33
ENSG00000058600.15|POLR3E	1418	1511	1429	783	1022	920
ENSG00000058668.14|ATP2B4	4042	4292	3787	10470	12807.02	11377
ENSG00000058673.16|ZC3H11A	4987.1	5930.88	4722.26	6392.58	7193.2	7371.81
ENSG00000058729.10|RIOK2	851	1020	740	567	740	672
ENSG00000058799.14|YIPF1	271	354	299	460	523	456
ENSG00000058804.11|NDC1	3392	3741	3153	663	713	650
ENSG00000058866.14|DGKG	3	11	3	3	6	7
ENSG00000059122.16|FLYWCH1	1463.28	1478	1610	1654	2736	2138
ENSG00000059145.18|UNKL	1105.01	1273	1307	842	1265	1048
ENSG00000059377.16|TBXAS1	34	43	44	58	98	84
ENSG00000059378.12|PARP12	551	585	549	728	933	726
ENSG00000059573.8|ALDH18A1	3185	3646	3233	2814.97	3612	3117
ENSG00000059588.9|TARBP1	1488	1646	1475	2155	2559	2390
ENSG00000059691.11|GATB	372	397	338	344	431	353
ENSG00000059728.10|MXD1	86	96.15	64	187.07	199	204
ENSG00000059758.7|CDK17	459	570	436	909	986	898
ENSG00000059769.19|DNAJC25	332.82	371.77	324.51	298.98	303.69	297.01
ENSG00000059804.15|SLC2A3	2538.77	2785.78	2385.84	986.72	1223.1	1041.84
ENSG00000059915.16|PSD	25	22	11	55	119	64
ENSG00000060069.16|CTDP1	592	736	692	570	796	645
ENSG00000060138.12|YBX3	6074	7032	6252	5403	7091	6387
ENSG00000060140.8|STYK1	1	0	1	1	4	5
ENSG00000060237.16|WNK1	6234	6579	5928	5636	7120	6228.01
ENSG00000060303.5|RPS17P5	0	0	0	0	0	0
ENSG00000060339.13|CCAR1	3254	3722	3177	2576	3204	2917
ENSG00000060491.16|OGFR	1355	1356	1445	1603	2462	2019
ENSG00000060558.3|GNA15	1	3	0	5	1	0
ENSG00000060566.13|CREB3L3	0	0	0	0	1	0
ENSG00000060642.10|PIGV	187	223	151	305	380	325
ENSG00000060656.19|PTPRU	6299	6499	6154	2806	4171	3314.64
ENSG00000060688.12|SNRNP40	2266	2709	2340	960	1219	1086
ENSG00000060709.15|RIMBP2	47	51	45	17	25	15
ENSG00000060718.21|COL11A1	5358	6102	5368	10046	13174	11399
ENSG00000060749.14|QSER1	2176	2260	1927	1485	1542	1539
ENSG00000060762.18|MPC1	349	410	343	271	355	311
ENSG00000060971.17|ACAA1	990	1107	1024	1370	2129	1714
ENSG00000060982.14|BCAT1	6111.98	6718	5756	2676	2895	2799.77
ENSG00000061273.17|HDAC7	1003	1032	987	3270	4639	3848.29
ENSG00000061337.15|LZTS1	195	198	204	226	303	233
ENSG00000061455.10|PRDM6	11	13	10	75	74	52
ENSG00000061492.11|WNT8A	0	0	0	0	1	1
ENSG00000061656.9|SPAG4	11	23	12	35	25	44
ENSG00000061676.14|NCKAP1	5593	5935	4999	3771	4327	4201
ENSG00000061794.12|MRPS35	1366	1638	1408	799	961	924
ENSG00000061918.12|GUCY1B3	21	21	19	385	480	411
ENSG00000061936.9|SFSWAP	1565	1885	1671	1848	2442	2061
ENSG00000061938.17|TNK2	1032	1116	1119	1495	2398	2088
ENSG00000061987.15|MON2	1288	1408	1137	2062	2477	2472
ENSG00000062038.13|CDH3	380	435	377	3395	4716	4097
ENSG00000062096.14|ARSF	0	0	0	0	0	0
ENSG00000062194.15|GPBP1	2104	2327.91	1891	1986	2169	2101
